usage_log_id,rate_plan_id,currency_id,user_id,customer_id,sim_id,service_type_id,service_provider_id,sim_service_plan_id,account_id,cr_user,cr_time,up_user,up_time,record_status,last_session_req_num,session_id,iccid,msisdn,imei,imsi,service_type_sub_cd,roaming_mccmnc,rat_type,usage_unit,usage_start_time,usage_update_time,usage_end_time,cost_amount,price_amount,last_grant_quota_unit,last_grant_cost_per_unit,last_grant_quota_cost,last_grant_price_per_unit,last_grant_quota_price,addon_imsi,addon_msisdn,last_grant_shared_bucket_type_ids,opposite_number,roaming_destination_id,act_usage_unit,act_cost_amount,act_price_amount,last_grant_vt,last_grant_sim_service_plan_id,last_grant_request_log_id,notes,additional_sim_id,additional_roaming_destination_id,mt_sip_diverted,original_voice_call_type,actual_opposite_number,pdp_address,last_grant_sim_service_plan_bucket_id,last_grant_sim_service_plan_bucket_start_ref,last_grant_sim_service_plan_detail_id,sim_master_id,rating_group,traffic_rat,last_grant_sim_service_plan_bucket_purchase_seq
355919722,89,1,0,31,1116314,1,1,3332158,28,0,2026-09-11 10:45:32.702086,0,2026-09-11 10:45:32.702086,0,0,vgwckpb.kpg.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1087499705;0c1a7203,8960180000004830807,601176064070,355116321010780,502181880482574,N/A,50218,5G,0.0000000000000000,2026-09-11 10:45:32.702086,2026-09-11 10:45:32.702086,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2,3",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,3332158,553168265,00:SUCCESS,0,0,0,,,,5790384,2026-09-01 00:00:00,3332116,492755,500015,5G,260901020339470
355919721,89,1,0,31,793718,1,1,3324663,28,0,2026-09-11 10:45:32.667537,0,2026-09-11 10:45:32.667537,0,0,vgwckpb.kpg.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1089732413;17b16e03,8960180000003942389,601169235675,352630220848440,502181880393732,N/A,50218,5G,0.0000000000000000,2026-09-11 10:45:32.667537,2026-09-11 10:45:32.667537,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2,3",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,3324663,553168264,00:SUCCESS,0,0,0,,,,5765243,2026-09-01 00:00:00,3324621,398802,500015,5G,260901003509687
355919719,89,1,0,31,1180279,1,1,3145682,28,0,2026-09-11 10:45:32.521425,0,2026-09-11 10:45:32.521425,0,0,vgwckpb.kpg.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1142030790;0a2a5403,8960180000004907746,601128016460,352243615501285,502181880490268,N/A,50218,4G,0.0000000000000000,2026-09-11 10:45:32.521425,2026-09-11 10:45:32.521425,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,3145682,553168260,00:SUCCESS,0,0,0,,,,5198235,2026-08-14 00:00:00,3145640,500452,500008,4G,260814223108119
355919717,89,1,0,31,130189,1,1,3168699,28,0,2026-09-11 10:45:32.467494,0,2026-09-11 10:45:32.467494,0,0,vgwchtb.sht.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1143046185;107d6805,8960180000000350677,601176067466,860647075096031,502181880034561,N/A,50218,4G,0.0000000000000000,2026-09-11 10:45:32.467494,2026-09-11 10:45:32.467494,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,3168699,553168258,00:SUCCESS,0,0,0,,,,5273538,2026-08-17 00:00:00,3168657,44059,500008,4G,260817074007607
355919716,89,1,0,31,1116017,1,1,1260961,28,0,2026-09-11 10:45:32.446361,0,2026-09-11 10:45:32.446361,0,0,vgwchta.sht.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1100729868;08400b06,8960180000004493341,601176057255,868771070480091,502181880448828,N/A,50218,5G,0.0000000000000000,2026-09-11 10:45:32.446361,2026-09-11 10:45:32.446361,,0.0000000000000000,0.0000000000000000,10485760.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,,,"9",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,3600,1260961,553168256,00:SUCCESS,0,0,0,,,,1719623,2026-05-12 00:00:00,1260919,458880,500002,5G,260512080924840
355919715,89,1,0,31,129843,1,1,3195918,28,0,2026-09-11 10:45:32.445801,0,2026-09-11 10:45:32.445801,0,0,vgwchtb.sht.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1139976878;11ac6505,8960180000000026103,601176006591,868771071575095,502181880002104,N/A,50218,4G,0.0000000000000000,2026-09-11 10:45:32.445801,2026-09-11 10:45:32.445801,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,3195918,553168255,00:SUCCESS,0,0,0,,,,5350521,2026-08-19 00:00:00,3195876,11516,500008,4G,260819164657428
355919714,89,1,0,31,1161286,1,1,3340859,28,0,2026-09-11 10:45:32.336167,0,2026-09-11 10:45:32.336167,0,0,vgwchxa.shx.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1103481670;088b0e04,8960180000004903596,601176059002,864568083061930,502181880489853,N/A,50218,4G,0.0000000000000000,2026-09-11 10:45:32.336167,2026-09-11 10:45:32.336167,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2,3",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,3340859,553168253,00:SUCCESS,0,0,0,,,,5816429,2026-09-01 00:00:00,3340817,500039,500015,4G,260901035237675
355919713,89,1,0,31,801771,1,1,2910123,28,0,2026-09-11 10:45:32.307584,0,2026-09-11 10:45:32.307584,0,0,vgwckpa.kpg.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1103818559;1dd82a06,8960180000002712445,601112926646,862114069553628,502181880270738,N/A,50218,5G,0.0000000000000000,2026-09-11 10:45:32.307584,2026-09-11 10:45:32.307584,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,2910123,553168252,00:SUCCESS,0,0,0,,,,4447635,2026-07-22 00:00:00,2910081,300572,500008,5G,260722222526561
355919712,89,1,0,31,793801,1,1,3324683,28,0,2026-09-11 10:45:32.275145,0,2026-09-11 10:45:32.275145,0,0,vgwchta.sht.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1102231399;07cf2c05,8960180000003737920,601176275051,860281073966736,502181880373286,N/A,50218,5G,0.0000000000000000,2026-09-11 10:45:32.275145,2026-09-11 10:45:32.275145,,0.0000000000000000,0.0000000000000000,524288000.0000000000000000,0.0000000093140000,4.8832184320000000,0.0000000093140000,4.8832184320000000,,,"1,2,3",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,21600,3324683,553168251,00:SUCCESS,0,0,0,,,,5765339,2026-09-01 00:00:00,3324641,380632,500015,5G,260901003525162
355919711,89,1,0,31,244412,1,1,574914,28,0,2026-09-11 10:45:32.270088,0,2026-09-11 10:45:32.270088,0,0,vgwchta.sht.node.epc.mnc018.mcc502.3gppnetwork.org;1789094732;1099308522;18da0804,8960180000000699685,601176005087,864333081185340,502181880069462,N/A,50218,4G,0.0000000000000000,2026-09-11 10:45:32.270088,2026-09-11 10:45:32.270088,,0.0000000000000000,0.0000000000000000,104857600.0000000000000000,0.0000000093140000,0.9766436864000000,0.0000000093140000,0.9766436864000000,,,"1,2",,87,0.0000000000000000,0.0000000000000000,0.0000000000000000,3600,574914,553168249,00:SUCCESS,0,0,0,,,,4869210,2026-08-04 00:00:00,574872,77120,500008,4G,260804001631144
